Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,CPIAUCSL,FEDFUNDS
1997-01-28,21.74875625999256,21.90961984179724,21.39485638002227,21.45920181274414,4034400,0.0,0.0,159.4,5.25
1997-01-29,21.459199200751875,21.68440818786621,21.266162926082444,21.68440818786621,1791400,0.0,0.0,159.4,5.25
1997-01-30,21.813100099215543,22.07048181130068,21.62006381515169,22.03830909729004,1436200,0.0,0.0,159.4,5.25
1997-01-31,22.134822051196505,22.19916746413603,21.909613105908168,21.94178581237793,1989000,0.0,0.0,159.4,5.25
1997-02-03,21.909624271590037,21.909624271590037,21.523551597200786,21.780933380126953,1364800,0.0,0.0,159.4,5.25
1997-02-04,21.813104032945002,21.909622192382812,21.748758593319796,21.909622192382812,1182200,0.0,0.0,159.4,5.25
1997-02-05,21.97396408466492,22.006136799283755,21.58789150923889,21.652236938476562,1723600,0.0,0.0,159.4,5.25
1997-02-06,21.65223031250091,21.780921131594525,21.298330559993467,21.5878849029541,1751000,0.0,0.0,159.4,5.25
1997-02-07,21.716583251953125,21.813101399739583,21.39485609266493,21.716583251953125,1554200,0.0,0.0,159.4,5.25
1997-02-10,21.716578206616248,21.78092362352474,21.42702383052803,21.491369247436523,1078400,0.0,0.0,159.4,5.25
1997-02-11,21.620064223857725,21.652236938476562,21.36268250690704,21.652236938476562,1246200,0.0,0.0,159.4,5.25
1997-02-12,21.716574793276582,22.19916534423828,21.684402089879132,22.19916534423828,1600600,0.0,0.0,159.4,5.25
1997-02-13,22.231338047635727,22.295683454430623,21.94178371705871,22.19916534423828,1349600,0.0,0.0,159.4,5.25
1997-02-14,22.166999642989214,22.166999642989214,21.684408939585964,21.877445220947266,1939600,0.0,0.0,159.4,5.25
1997-02-18,22.006136383279397,22.03830909729004,21.74875467119426,22.03830909729004,1128000,0.0,0.0,159.4,5.25
1997-02-19,22.0460718621148,22.175564207854094,21.787087170636212,21.85183334350586,1141800,0.265,0.0,159.4,5.25
1997-02-20,21.78709177068762,22.013703423577386,21.463360837987953,21.56048011779785,1294600,0.0,0.0,159.4,5.25
1997-02-21,21.62522034631097,22.07844352722168,21.463354924557144,22.07844352722168,2184000,0.0,0.0,159.4,5.25
1997-02-24,22.07845631638014,22.40218734741211,22.046083213276944,22.40218734741211,1945200,0.0,0.0,159.4,5.25
1997-02-25,22.40217776828342,23.502862803141277,22.337431589762367,23.308624267578125,4246600,0.0,0.0,159.4,5.25
1997-02-26,23.308628451439642,24.150328923297185,22.984897500725204,24.085582733154297,3466400,0.0,0.0,159.4,5.25
1997-02-27,24.05320728617737,24.05320728617737,23.63235709139903,23.85896873474121,3579200,0.0,0.0,159.4,5.25
1997-02-28,23.7294817307721,23.923720326112665,23.697108631548673,23.826601028442383,2986800,0.0,0.0,159.4,5.25
1997-03-03,23.69710050015836,24.117950645652975,23.53523505958351,23.956085205078125,2090000,0.0,0.0,159.4,5.25
1997-03-04,23.826593695746528,23.858966785007052,23.276251178317597,23.308624267578125,1908000,0.0,0.0,159.4,5.25
1997-03-05,23.567615908668156,23.8266006988733,23.30863111846301,23.794227600097656,2580200,0.0,0.0,159.4,5.25
1997-03-06,23.761859542238007,23.92372507045489,23.470501591447626,23.535247802734375,2634200,0.0,0.0,159.4,5.25
1997-03-07,23.53525477721166,23.89135904481734,23.53525477721166,23.66474723815918,1831600,0.0,0.0,159.4,5.25
1997-03-10,23.69710050015836,23.956085205078125,23.4381157952386,23.956085205078125,1522800,0.0,0.0,159.4,5.25
1997-03-11,23.95608801045929,23.95608801045929,23.72947636711711,23.85896873474121,1961400,0.0,0.0,159.4,5.25
1997-03-12,23.729477159269564,23.76185025225629,23.43811932238904,23.567611694335938,2191000,0.0,0.0,159.4,5.25
1997-03-13,23.438116151186392,23.438116151186392,23.04963908790706,23.082012176513672,1639800,0.0,0.0,159.4,5.25
1997-03-14,23.276242859184244,23.405735169944656,23.114377470733725,23.24386978149414,1451000,0.0,0.0,159.4,5.25
1997-03-17,23.17913191053602,23.308624267578125,22.984893374972874,23.308624267578125,1676000,0.0,0.0,159.4,5.25
1997-03-18,23.308631832860097,23.308631832860097,22.920154635645762,23.11439323425293,1435600,0.0,0.0,159.4,5.25
1997-03-19,23.049647300300546,23.243885901145774,22.823035599314444,22.95252799987793,1925600,0.0,0.0,159.4,5.25
1997-03-20,22.887781799596187,23.049647300300546,22.7582893990327,22.95252799987793,1622400,0.0,0.0,159.4,5.25
1997-03-21,23.017270182605454,23.017270182605454,22.36980829279939,22.56404685974121,3268000,0.0,0.0,159.4,5.25
1997-03-24,22.56405079818747,22.95252799987793,22.3050659970605,22.95252799987793,1833800,0.0,0.0,159.4,5.25
1997-03-25,23.017274528825787,23.17914003184144,22.823035925207,22.984901428222656,1370000,0.0,0.0,159.4,5.25
1997-03-26,22.984895828967442,23.0172689216843,22.499299438214607,22.62879180908203,2275000,0.0,0.0,159.4,5.25
1997-03-27,22.693542608740735,22.693542608740735,22.143199920654297,22.143199920654297,1419200,0.0,0.0,159.4,5.25
1997-03-31,22.07845524459681,22.30506695531848,21.722351127748475,21.916589736938477,2597400,0.0,0.0,159.4,5.25
1997-04-01,21.754723051864737,22.175573348999023,21.62523065274649,22.175573348999023,2005600,0.0,0.0,159.9,5.51
1997-04-02,21.884211490625436,22.078450054151695,21.75471911494126,21.787092208862305,1461600,0.0,0.0,159.9,5.51
1997-04-03,21.689971923828125,21.851837385946244,21.463360276862755,21.689971923828125,1513000,0.0,0.0,159.9,5.51
1997-04-04,21.49573393125792,21.851837957227552,21.398614651448018,21.56048011779785,1596600,0.0,0.0,159.9,5.51
1997-04-07,21.56048672819791,22.0137101729348,21.236755696242984,21.269128799438477,2151600,0.0,0.0,159.9,5.51
1997-04-08,21.269127706305138,21.916589736938477,21.269127706305138,21.916589736938477,1889000,0.0,0.0,159.9,5.51
1997-04-09,21.981329878834565,21.981329878834565,21.3338680267334,21.3338680267334,1264800,0.0,0.0,159.9,5.51
1997-04-10,21.366240002404805,21.754717093357616,21.236747638753865,21.592851638793945,1417000,0.0,0.0,159.9,5.51
1997-04-11,21.46336898803711,21.560488304725062,21.010145510160008,21.042518615722656,1801800,0.0,0.0,159.9,5.51
1997-04-14,20.977759435978903,21.074878692626953,20.751147837133452,21.074878692626953,1262400,0.0,0.0,159.9,5.51
1997-04-15,21.23675449916295,21.5604855128697,21.07488899230957,21.528112411499023,1382800,0.0,0.0,159.9,5.51
1997-04-16,21.301487662575465,21.884203130548652,21.269114581021398,21.72233772277832,1925600,0.0,0.0,159.9,5.51
1997-04-17,21.689974659329646,21.75472085234257,21.333870597758562,21.398616790771484,1481200,0.0,0.0,159.9,5.51
1997-04-18,21.430987744717985,21.625226304337787,21.236749185098184,21.56048011779785,1756200,0.0,0.0,159.9,5.51
1997-04-21,21.528112411499023,21.657604816981724,21.1720082964216,21.528112411499023,1411600,0.0,0.0,159.9,5.51
1997-04-22,21.88420915876116,22.661163330078125,21.56047825404576,22.661163330078125,4408600,0.0,0.0,159.9,5.51
1997-04-23,22.661157264265903,22.79064959149028,22.175561037174493,22.272680282592773,1873800,0.0,0.0,159.9,5.51
1997-04-24,22.272688246949837,22.466926807243006,22.078449686656672,22.30506134033203,1322800,0.0,0.0,159.9,5.51
1997-04-25,22.30505161648439,22.30505161648439,21.916574665253894,22.11081314086914,802000,0.0,0.0,159.9,5.51
1997-04-28,21.884202452023363,22.43454482137898,21.851829371473034,22.36979866027832,1186200,0.0,0.0,159.9,5.51
1997-04-29,22.725905878080738,22.75827896337715,22.434548110413036,22.49929428100586,1841800,0.0,0.0,159.9,5.51
1997-04-30,22.272686793886383,22.758283162939136,22.272686793886383,22.53167152404785,4331800,0.0,0.0,159.9,5.51
1997-05-01,22.434554481779998,22.758285426683027,22.14319663136727,22.56404685974121,1433600,0.0,0.0,159.9,5.5
1997-05-02,22.628796282236316,22.85540797604984,22.53167698488766,22.69354248046875,1893600,0.0,0.0,159.9,5.5
1997-05-05,22.823031990273485,23.405747700663447,22.823031990273485,23.341001510620117,2192800,0.0,0.0,159.9,5.5
1997-05-06,23.405742304477005,23.794219355173716,23.24387686668671,23.373369216918945,2277400,0.0,0.0,159.9,5.5
1997-05-07,23.373362092254553,23.47048132532486,23.211496703804038,23.24386978149414,1877600,0.0,0.0,159.9,5.5
1997-05-08,23.243871701924725,23.85896022885588,23.211498621559926,23.5999755859375,1897800,0.0,0.0,159.9,5.5
1997-05-09,23.826605458077186,23.89135166856109,23.373381984689846,23.697113037109375,1285600,0.0,0.0,159.9,5.5
1997-05-12,23.69710772027827,23.92371940612793,23.63236152432123,23.92371940612793,1177400,0.0,0.0,159.9,5.5
1997-05-13,23.92372477380304,23.92372477380304,23.567620616141564,23.697113037109375,1581600,0.0,0.0,159.9,5.5
1997-05-14,23.988460540771484,24.247445269956604,23.858968176178927,23.988460540771484,1817400,0.0,0.0,159.9,5.5
1997-05-15,23.956077464673886,24.53879286246325,23.858958231708993,24.47404670715332,2917800,0.0,0.0,159.9,5.5
1997-05-16,24.08558306598023,24.215075448055394,23.664732824235955,24.117956161499023,2652000,0.0,0.0,159.9,5.5
1997-05-19,23.761866583869818,23.761866583869818,23.60000100768542,23.66474723815918,1165200,0.0,0.0,159.9,5.5
1997-05-20,23.599992468831324,23.79423108997397,23.373380744164905,23.761857986450195,1271200,0.0,0.0,159.9,5.5
1997-05-21,23.704546816903264,23.8347915796335,23.378934910077668,23.671985626220703,1227000,0.265,0.0,159.9,5.5
1997-05-22,23.737104555906683,23.76966574185443,23.37893151048148,23.50917625427246,902800,0.0,0.0,159.9,5.5
1997-05-23,23.47662517076593,24.062726770036093,23.47662517076593,23.997604370117188,792200,0.0,0.0,159.9,5.5
1997-05-27,23.99759088767754,24.062713251009093,23.704540252685547,23.704540252685547,1200600,0.0,0.0,159.9,5.5
1997-05-28,23.834792506310247,24.225526809692383,23.704547738516204,24.225526809692383,1356800,0.0,0.0,159.9,5.5
1997-05-29,24.160399319832788,24.192960504899947,23.997593394496985,24.127838134765625,1208600,0.0,0.0,159.9,5.5
1997-05-30,24.03015387398856,24.61625518798828,23.899909137544178,23.932470321655273,2765000,0.0,0.0,159.9,5.5
1997-06-02,23.997597533046296,24.030158723728857,23.639424435538142,23.671985626220703,1355400,0.0,0.0,159.9,5.5
1997-06-03,23.60686368720476,23.932475600131724,23.60686368720476,23.802230834960938,1468200,0.0,0.0,159.9,5.5
1997-06-04,23.737107956973954,23.769669147587088,23.34637366961636,23.378934860229492,1239200,0.0,0.0,159.9,5.5
1997-06-05,23.44405079935933,23.89990734268021,23.346367254362,23.704540252685547,1124800,0.0,0.0,159.9,5.5
1997-06-06,23.70454167546453,24.420887715107686,23.671980491844383,24.09527587890625,1331600,0.0,0.0,159.9,5.5
1997-06-09,24.12783539455856,24.35576366414278,24.06271303182021,24.160396575927734,983800,0.0,0.0,159.9,5.5
1997-06-10,24.160397417479178,24.648815155029297,24.127836234975838,24.648815155029297,1306200,0.0,0.0,159.9,5.5
1997-06-11,24.583688735961914,24.746494621630536,24.355760496025844,24.583688735961914,1315000,0.0,0.0,159.9,5.5
1997-06-12,24.713926266836243,25.690761297145976,24.616242763805268,25.625638961791992,2196200,0.0,0.0,159.9,5.5
1997-06-13,25.495405088497115,25.72333335876465,25.26747681822958,25.72333335876465,2094000,0.0,0.0,159.9,5.5
1997-06-16,25.625656520619113,25.625656520619113,25.26748343075023,25.46285057067871,1105800,0.0,0.0,159.9,5.5
1997-06-17,25.300028057098388,26.146618442535402,25.267466888427734,26.048934936523438,2768000,0.0,0.0,159.9,5.5
1997-06-18,25.85357821659093,26.114067669654816,25.690772308426,26.01638412475586,2016200,0.0,0.0,159.9,5.5
1997-06-19,26.048945306388845,26.048945306388845,25.821017034957944,26.01638412475586,1480800,0.0,0.0,159.9,5.5
1997-06-20,26.048953034156977,26.89554400776708,25.983830651571587,26.602493286132812,2603400,0.0,0.0,159.9,5.5
1997-06-23,26.341985454559328,26.504791297912597,26.016373767852784,26.048934936523438,1794400,0.0,0.0,159.9,5.5
1997-06-24,26.048934105599283,26.341984614287274,25.951250602703283,26.309423446655273,1576200,0.0,0.0,159.9,5.5
1997-06-25,26.27688535054525,26.56993611653646,26.06523757510715,26.374568939208984,2514000,0.0,0.0,159.9,5.5
1997-06-26,26.374561997020948,26.667612685876737,26.244317246418376,26.569929122924805,1525000,0.0,0.0,159.9,5.5
1997-06-27,26.586209716750126,27.481642377142816,26.488526153798198,26.569929122924805,2618000,0.0,0.0,159.9,5.5
1997-06-30,26.569925546063185,26.635047912597656,25.723334781115096,26.635047912597656,2355000,0.0,0.0,159.9,5.5
1997-07-01,26.569927963370425,26.76529508074815,26.048948983696494,26.24431610107422,1346800,0.0,0.0,160.4,5.52
1997-07-02,26.179193728614976,26.30943847353346,25.918704238778012,26.24431610107422,1280400,0.0,0.0,160.4,5.52
1997-07-03,26.50481277100509,26.635057551206586,26.04895604029984,26.521093368530273,1304200,0.0,0.0,160.4,5.52
1997-07-07,26.553644536822613,26.667608676465626,26.211752117893564,26.390838623046875,1111400,0.0,0.0,160.4,5.52
1997-07-08,26.47225075161334,26.89554627408686,26.374567169504065,26.846704483032227,1399000,0.0,0.0,160.4,5.52
1997-07-09,26.830430256616612,26.976955664571438,26.70018544954566,26.749027252197266,1780200,0.0,0.0,160.4,5.52
1997-07-10,26.74901824798027,26.91182420201545,26.667615270962678,26.76529884338379,1097200,0.0,0.0,160.4,5.52
1997-07-11,26.569927014802634,26.928100050541392,26.569927014802634,26.911819458007812,1257600,0.0,0.0,160.4,5.52
1997-07-14,26.928099749744803,27.22115041207576,26.667610272117283,26.960660934448242,1178600,0.0,0.0,160.4,5.52
1997-07-15,27.025782352540553,27.025782352540553,26.374558681394994,26.700170516967773,1902000,0.0,0.0,160.4,5.52
1997-07-16,26.569929122924805,26.63505149822609,25.98382774521323,26.569929122924805,1980600,0.0,0.0,160.4,5.52
1997-07-17,26.17919833696068,26.521090852555318,25.886147609308136,25.91870880126953,2349600,0.0,0.0,160.4,5.52
1997-07-18,26.032653557754383,26.032653557754383,25.560516626438012,25.625638961791992,2002600,0.0,0.0,160.4,5.52
1997-07-21,25.52797604635235,25.69078201603572,25.332608882732305,25.674501419067383,1096400,0.0,0.0,160.4,5.52
1997-07-22,25.85358382370613,26.130353927612305,25.560533125452533,26.130353927612305,1275200,0.0,0.0,160.4,5.52
1997-07-23,26.048956546686625,26.065237144528307,25.64194160064465,25.658222198486328,3995200,0.0,0.0,160.4,5.52
1997-07-24,25.593098270191867,25.593098270191867,24.844190814448336,24.909313201904297,3312200,0.0,0.0,160.4,5.52
1997-07-25,24.74649870253932,24.99070757131438,24.583692790022614,24.648815155029297,2777200,0.0,0.0,160.4,5.52
1997-07-28,24.518570073946254,24.958146031447285,24.420886527834917,24.811620712280273,2156400,0.0,0.0,160.4,5.52
1997-07-29,24.909317312888728,25.2674905030087,24.89303671333782,25.153526306152344,2171800,0.0,0.0,160.4,5.52
1997-07-30,25.26747950968344,25.300040694618602,24.713939365785738,24.762781143188477,1577200,0.0,0.0,160.4,5.52
1997-07-31,24.779066707339325,24.974433856148835,24.551138367061565,24.68138313293457,2772400,0.0,0.0,160.4,5.52
1997-08-01,24.616252656324473,24.616252656324473,24.225518487176465,24.551130294799805,2488400,0.0,0.0,160.8,5.54
1997-08-04,24.486015895911134,24.811627809420592,24.486015895911134,24.795347213745117,2258800,0.0,0.0,160.8,5.54
1997-08-05,24.746502913081468,24.925589447320874,24.713941725037937,24.893028259277344,1611000,0.0,0.0,160.8,5.54
1997-08-06,24.74650366831634,25.202360314837957,24.713942479279083,24.97443199157715,1571800,0.0,0.0,160.8,5.54
1997-08-07,25.137236554770205,25.202358929264427,24.909308244040425,24.990711212158203,1520200,0.0,0.0,160.8,5.54
1997-08-08,24.81161693655981,24.82789752510086,24.518566342820915,24.69765281677246,1811800,0.0,0.0,160.8,5.54
1997-08-11,24.697658773318157,24.94186766033185,24.648816995915418,24.762781143188477,1436600,0.0,0.0,160.8,5.54
1997-08-12,24.77906456447783,24.811625753130233,24.518575055258616,24.61625862121582,1479600,0.0,0.0,160.8,5.54
1997-08-13,24.551123226688958,24.74649025501805,24.35575619835987,24.453439712524414,1836800,0.0,0.0,160.8,5.54
1997-08-14,24.48601598412506,24.71394432440282,24.48601598412506,24.68138313293457,1300600,0.0,0.0,160.8,5.54
1997-08-15,24.48601302683679,24.66509955828307,23.704544525980296,23.834789276123047,2347200,0.0,0.0,160.8,5.54
1997-08-18,23.834789504796998,24.030156631885497,23.737105941252747,23.899911880493164,2768000,0.0,0.0,160.8,5.54
1997-08-19,24.192963180080227,24.225524368747898,23.997596048074193,24.209243774414062,1448400,0.0,0.0,160.8,5.54
1997-08-20,24.036985018937262,24.429960250854492,24.036985018937262,24.429960250854492,1137200,0.265,0.0,160.8,5.54
1997-08-21,24.298977976939717,24.364473874451683,23.709514899332014,23.971498489379883,2369200,0.0,0.0,160.8,5.54
1997-08-22,23.74225191167883,24.33171471776189,23.578512243322425,24.233470916748047,1998400,0.0,0.0,160.8,5.54
1997-08-25,24.102475352168323,24.429954636844524,24.036979495233084,24.282588958740234,1454400,0.0,0.0,160.8,5.54
1997-08-26,24.16797714337341,24.266220952899317,23.98786349257591,24.036985397338867,1507600,0.0,0.0,160.8,5.54
1997-08-27,23.971498489379883,24.03699438689185,23.791384771221974,23.971498489379883,1757400,0.0,0.0,160.8,5.54
1997-08-28,23.840510711145566,24.102494345333977,23.791388779735236,23.82413673400879,1315200,0.0,0.0,160.8,5.54
1997-08-29,23.627634759406885,23.87324426834043,23.545764923095703,23.545764923095703,1350200,0.0,0.0,160.8,5.54
1997-09-02,23.545775757877493,23.987873077392578,23.513027808283784,23.987873077392578,2662800,0.0,0.0,160.8,5.54
1997-09-03,23.90599600517056,24.266223342234774,23.90599600517056,24.200727462768555,2352800,0.0,0.0,160.8,5.54
1997-09-04,24.364462651433172,24.429958518775734,24.135227115734203,24.233470916748047,1304200,0.0,0.0,160.8,5.54
1997-09-05,24.26622604837223,24.462713708682934,23.97149455790617,24.069738388061523,1518000,0.0,0.0,160.8,5.54
1997-09-08,24.13523230776039,24.266224070624762,24.020614515254067,24.118858337402344,1111000,0.0,0.0,160.8,5.54
1997-09-09,24.102488793382165,24.33172442049314,24.086114820017094,24.135236740112305,1264400,0.0,0.0,160.8,5.54
1997-09-10,24.004232079679976,24.10247586718208,23.562135035920523,23.59488296508789,1926200,0.0,0.0,160.8,5.54
1997-09-11,23.431143319251056,23.611256929671573,23.283777637997904,23.59488296508789,1877800,0.0,0.0,160.8,5.54
1997-09-12,23.709506032252506,24.08610730210182,23.382026667166144,24.036985397338867,1822800,0.0,0.0,160.8,5.54
1997-09-15,24.03699324578464,24.03699324578464,23.31653840735513,23.382034301757812,2792400,0.0,0.0,160.8,5.54
1997-09-16,23.38202754105672,23.578515167452153,22.54695512887612,23.15279197692871,4773800,0.0,0.0,160.8,5.54
1997-09-17,23.382033749912562,23.44752964276946,23.234667990984544,23.316537857055664,2534000,0.0,0.0,160.8,5.54
1997-09-18,23.349294087546212,23.349294087546212,22.92357063293457,22.92357063293457,1920400,0.0,0.0,160.8,5.54
1997-09-19,22.923560716646907,22.95630866052783,22.661577165599514,22.7106990814209,2236000,0.0,0.0,160.8,5.54
1997-09-22,22.53058782779082,23.152798828848997,22.53058782779082,22.77619743347168,1798600,0.0,0.0,160.8,5.54
1997-09-23,22.759809906893878,23.103663150091556,22.67794008708491,23.07091522216797,2038800,0.0,0.0,160.8,5.54
1997-09-24,22.989057787533465,23.34928518876262,22.694326277436883,22.792570114135742,2077000,0.0,0.0,160.8,5.54
1997-09-25,22.792562920512676,23.152790208049513,22.792562920512676,23.00542449951172,1694600,0.0,0.0,160.8,5.54
1997-09-26,23.48027270039609,23.84050003610649,23.398402851371,23.693134307861328,3234600,0.0,0.0,160.8,5.54
1997-09-29,23.644011882970524,24.18435287475586,23.57851600517836,24.18435287475586,2505800,0.0,0.0,160.8,5.54
1997-09-30,24.102486157111013,24.39721764544525,24.05336424238864,24.217103958129883,1991000,0.0,0.0,160.8,5.54
1997-10-01,24.364465978761384,24.822937112770333,24.266222164330895,24.724693298339844,1796400,0.0,0.0,161.5,5.5
1997-10-02,24.560953408440525,25.019424538731418,24.544579439501568,24.921180725097656,1456000,0.0,0.0,161.5,5.5
1997-10-03,25.281408092707217,25.510643658314667,24.85568489943624,24.872058868408203,3572800,0.0,0.0,161.5,5.5
1997-10-06,24.88842060168584,25.232273781051237,24.85567267984152,25.15040397644043,1266000,0.0,0.0,161.5,5.5
1997-10-07,25.150417168734197,25.93636770525714,25.084921290690616,25.90361976623535,2100000,0.0,0.0,161.5,5.5
1997-10-08,25.80537683136609,25.80537683136609,25.05217420811556,25.67438507080078,2046800,0.0,0.0,161.5,5.5
1997-10-09,25.412401980069017,25.477897861460946,25.199540365545243,25.281410217285156,2430000,0.0,0.0,161.5,5.5
1997-10-10,24.953924055901993,25.183159578725242,24.88842819223821,25.101289749145508,1597400,0.0,0.0,161.5,5.5
1997-10-13,25.183161977198086,25.42877148932941,25.183161977198086,25.265031814575195,1025400,0.0,0.0,161.5,5.5
1997-10-14,25.215912493764975,25.969115074747567,25.215912493764975,25.838123321533203,1816600,0.0,0.0,161.5,5.5
1997-10-15,25.67438517825704,25.789002969231404,25.477897536586706,25.576141357421875,1347800,0.0,0.0,161.5,5.5
1997-10-16,25.57614196118691,25.739881666444187,24.626451670694692,25.03580093383789,1618000,0.0,0.0,161.5,5.5
1997-10-17,24.77381520555509,24.95392886534432,24.364465978761384,24.724693298339844,1549800,0.0,0.0,161.5,5.5
1997-10-20,24.708321399167726,24.888435074045688,24.348094049411802,24.577329635620117,1089800,0.0,0.0,161.5,5.5
1997-10-21,24.364466537415115,24.904807529172306,24.364466537415115,24.790189743041992,1621000,0.0,0.0,161.5,5.5
1997-10-22,25.281412193516868,26.509460065611275,25.215916307005166,26.296598434448242,3426600,0.0,0.0,161.5,5.5
1997-10-23,25.674390953591782,26.165610168265097,25.641643005946896,26.034618377685547,2738000,0.0,0.0,161.5,5.5
1997-10-24,26.08373102382331,26.231096735822312,25.084918975830078,25.084918975830078,1929000,0.0,0.0,161.5,5.5
1997-10-27,24.986696457798242,25.67440369975599,24.167997360229492,24.167997360229492,2479600,0.0,0.0,161.5,5.5
1997-10-28,23.971488358731754,24.757438796722962,23.905992488899155,24.61007308959961,4359000,0.0,0.0,161.5,5.5
1997-10-29,24.610079603928785,25.052176842322716,24.315348111666164,24.479087829589844,2095400,0.0,0.0,161.5,5.5
1997-10-30,24.364472367223275,24.446342234048622,24.102488793382165,24.135236740112305,2043800,0.0,0.0,161.5,5.5
1997-10-31,24.298977976939717,24.429969771963652,23.775010796843983,23.971498489379883,2638600,0.0,0.0,161.5,5.5
1997-11-03,24.10248179290254,24.26622147899563,24.036985918465305,24.15160369873047,2434200,0.0,0.0,161.5,5.5
1997-11-04,24.184358408120566,24.331724166870117,23.955122783399045,24.331724166870117,1196600,0.0,0.0,161.5,5.5
1997-11-05,24.33171777571401,24.626449215796686,24.249847931246602,24.364465713500977,1429000,0.0,0.0,161.5,5.5
1997-11-06,24.23347263489588,24.610073898816555,24.102480890923466,24.429960250854492,2143400,0.0,0.0,161.5,5.5
1997-11-07,24.102482211205267,24.462709526861868,24.102482211205267,24.364465713500977,2022400,0.0,0.0,161.5,5.5
1997-11-10,24.5609480015775,24.904801273599585,24.413582313568035,24.62644386291504,2117400,0.0,0.0,161.5,5.5
1997-11-11,24.724692802924615,25.28140774020901,24.626448990462663,25.215911865234375,1348200,0.0,0.0,161.5,5.5
1997-11-12,25.117673378015706,25.232291183521646,24.986681600294634,25.003055572509766,1907600,0.0,0.0,161.5,5.5
1997-11-13,24.9539375982341,25.101303371452016,24.82294579981817,24.904815673828125,1728000,0.0,0.0,161.5,5.5
1997-11-14,24.88843862488276,24.98668246155993,24.691950951528423,24.82294273376465,1430800,0.0,0.0,161.5,5.5
1997-11-17,25.01942012621009,25.117663922517195,24.83930649964706,24.855680465698242,2051200,0.0,0.0,161.5,5.5
1997-11-18,24.90479482597564,24.937542748166273,24.560941642974004,24.6591854095459,1372800,0.0,0.0,161.5,5.5
1997-11-19,24.70004155669013,24.91410858351478,24.65064147357675,24.848241806030273,1052400,0.265,0.0,161.5,5.5
1997-11-20,24.99643663714009,25.803304486428537,24.93056987393287,25.52337074279785,2002600,0.0,0.0,161.5,5.5
1997-11-21,25.55632052557105,25.55632052557105,25.161119692701394,25.490453720092773,1670600,0.0,0.0,161.5,5.5
1997-11-24,25.3587028358903,25.490436357115705,25.17756924420537,25.21050262451172,1158400,0.0,0.0,161.5,5.5
1997-11-25,25.24343938508806,25.68804007875889,25.22697269272988,25.622173309326172,1550400,0.0,0.0,161.5,5.5
1997-11-26,25.605706616967993,25.951507156489747,25.572773232251635,25.622173309326172,1317200,0.0,0.0,161.5,5.5
1997-11-28,25.589247781240918,25.885648334691584,25.556314386413064,25.671581268310547,635200,0.0,0.0,161.5,5.5
1997-12-01,25.836235829632546,26.017369414161518,25.720969003114106,25.98443603515625,935400,0.0,0.0,161.8,5.5
1997-12-02,25.984440701066955,26.31377455025665,25.62217346695829,25.90210723876953,1431600,0.0,0.0,161.8,5.5
1997-12-03,25.556291821558393,25.704491967430833,25.325758261312377,25.375158309936523,2986200,0.0,0.0,161.8,5.5
1997-12-04,25.457507233708846,25.622174162775526,25.325773690455502,25.539840698242188,1824000,0.0,0.0,161.8,5.5
