Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,CPIAUCSL,FEDFUNDS
1997-01-02,22.77938682886354,22.829561689720066,21.9765890551591,22.026763916015625,987200,0.0,0.0,159.4,5.25
1997-01-03,22.478342381106714,23.381490066061897,22.478342381106714,22.980091094970703,1894600,0.0,0.0,159.4,5.25
1997-01-06,22.980089889909433,24.88673490260934,22.980089889909433,23.98358726501465,2303200,0.0,0.0,159.4,5.25
1997-01-07,23.883237838745117,24.033762446972503,23.632363491699476,23.883237838745117,1470800,0.0,0.0,159.4,5.25
1997-01-08,23.883236817639283,25.187783366501932,23.73271221584744,24.836559295654297,2824200,0.0,0.0,159.4,5.25
1997-01-09,25.137610754636256,25.84005895935663,24.98708613933903,25.33831024169922,3964600,0.0,0.0,159.4,5.25
1997-01-10,25.18778130177701,26.843551785758372,25.18778130177701,26.793376922607422,3120200,0.0,0.0,159.4,5.25
1997-01-13,27.094432711601257,28.900728225708008,27.044257836209404,28.900728225708008,2273400,0.0,0.0,159.4,5.25
1997-01-14,28.19827096303304,30.456139634450274,27.79687208811442,30.104915618896484,5289600,0.0,0.0,159.4,5.25
1997-01-15,30.05474261626654,30.05474261626654,27.696524080432606,28.198272705078125,2049400,0.0,0.0,159.4,5.25
1997-01-16,28.29862657274519,29.001074750082836,27.997577353886197,28.09792709350586,2241800,0.0,0.0,159.4,5.25
1997-01-17,28.14810129870539,28.24845103595568,27.6965274810791,27.6965274810791,971400,0.0,0.0,159.4,5.25
1997-01-20,27.89722472924188,28.198273916967512,27.746700135379065,27.796875,1945400,0.0,0.0,159.4,5.25
1997-01-21,27.79687787464687,28.750200401033677,27.79687787464687,28.09792709350586,1854600,0.0,0.0,159.4,5.25
1997-01-22,28.04775444837454,28.19827906974328,27.69653033184749,27.99757957458496,894000,0.0,0.0,159.4,5.25
1997-01-23,28.599668275325673,28.700017988572426,27.09442257662432,27.34529685974121,2129600,0.0,0.0,159.4,5.25
1997-01-24,27.445655962899597,28.1481041959537,27.345306215320438,27.99757957458496,1832800,0.0,0.0,159.4,5.25
1997-01-27,28.097923783695,28.29862323929282,27.29512596130371,27.29512596130371,695600,0.0,0.0,159.4,5.25
1997-01-28,27.696525270758126,28.148099052346574,27.546000676895307,27.796875,1170800,0.0,0.0,159.4,5.25
1997-01-29,27.897229827005805,28.348803691112014,27.596180584268332,27.99757957458496,1120800,0.0,0.0,159.4,5.25
1997-01-30,28.09793728114389,29.703533697209252,28.09793728114389,29.553009033203125,2079200,0.0,0.0,159.4,5.25
